ticker,sector,year,month,quarter,month_name,year_month,open_price,close_price,high_price,low_price,avg_close,total_volume,avg_volume,monthly_return,avg_daily_return,monthly_volatility,avg_volatility,max_drawdown,end_rsi,avg_rsi,end_ma50,end_ma200,golden_cross,trading_days,mom_pct_change
AAPL,Technology,2020,11,4,Nov,2020-11,105.8338,115.6746,118.5312,104.0976,113.4757,2123077300,106153865.0,9.4393,0.472,2.2185,2.4991,-18.9372,57.54,52.0445,112.42,91.46,1,20,9.5493
AAPL,Technology,2020,12,4,Dec,2020-12,117.579,128.9279,134.8549,116.6074,123.6814,2322189600,105554072.7273,11.2049,0.5093,1.7326,1.8937,-9.0847,67.88,67.0295,117.55,97.49,1,22,11.4574
AAPL,Technology,2021,1,1,Jan,2021-01,129.7343,128.2186,140.9763,122.7968,129.2649,2240262000,117908526.3158,-0.0249,-0.0013,2.1524,1.9789,-7.8234,49.88,54.7611,124.02,103.94,1,19,-0.5501
AAPL,Technology,2021,2,1,Feb,2021-02,129.9578,117.998,134.1709,115.2052,127.952,1833855600,96518715.7895,-8.1106,-0.4269,1.8851,2.0188,-15.3599,4.78,39.8068,128.29,109.44,1,19,-7.9712
AAPL,Technology,2021,3,1,Mar,2021-03,120.421,118.864,125.2573,113.0838,118.5928,2650418200,115235573.913,1.3213,0.0574,2.1928,2.131,-18.5989,50.42,41.8939,124.65,114.06,1,23,0.734
AAPL,Technology,2021,4,2,Apr,2021-04,120.3334,127.9236,133.3827,119.1949,128.267,1889857500,89993214.2857,7.5415,0.3591,1.3776,1.8441,-13.9538,50.59,66.5076,123.01,118.18,1,21,7.6218
AAPL,Technology,2021,5,2,May,2021-05,128.488,121.4638,130.4634,119.1634,123.5401,1711934900,85596745.0,-4.9393,-0.247,1.3884,1.49,-13.9688,44.45,37.687,124.53,120.63,1,20,-5.0497
AAPL,Technology,2021,6,2,Jun,2021-06,121.922,133.502,133.9406,120.0212,126.6774,1606590000,73026818.1818,9.5679,0.4349,1.0347,1.3017,-13.4292,82.04,63.2159,125.93,121.7,1,22,9.9109
AAPL,Technology,2021,7,3,Jul,2021-07,133.1511,142.1773,146.2128,132.3323,141.475,1919035100,91382623.8095,6.5014,0.3096,1.2531,1.129,-4.4921,52.8,73.03,132.38,124.96,1,21,6.4983
AAPL,Technology,2021,8,3,Aug,2021-08,142.6647,148.2184,149.8388,141.0627,144.614,1461542800,66433763.6364,4.3043,0.1957,1.0966,1.218,-3.1498,63.32,56.0227,141.42,128.48,1,22,4.249
AAPL,Technology,2021,9,3,Sep,2021-09,149.1945,138.134,153.5191,137.9095,144.7783,1797835100,85611195.2381,-6.861,-0.3267,1.3125,1.2438,-9.6943,31.56,45.35,144.47,131.43,1,21,-6.8037
AAPL,Technology,2021,10,4,Oct,2021-10,138.5245,146.2366,149.5264,134.9809,142.1012,1565079200,74527580.9524,5.8479,0.2785,1.2514,1.3035,-11.2004,68.44,55.1381,143.86,133.04,1,21,5.8657
AAPL,Technology,2021,11,4,Nov,2021-11,145.4459,161.6034,161.9944,144.1819,150.7653,1691029000,80525190.4762,10.2275,0.487,1.3735,1.1353,-5.4912,73.65,64.959,145.55,135.02,1,21,10.5082
AAPL,Technology,2021,12,4,Dec,2021-12,163.7347,173.599,178.057,154.2711,169.6716,2444766700,111125759.0909,7.5284,0.3422,1.8796,1.697,-5.4054,47.17,66.5509,158.43,140.45,1,22,7.4229
AAPL,Technology,2022,1,1,Jan,2022-01,173.8532,170.8714,178.8489,151.2405,166.0629,2108446000,105422300.0,-1.1323,-0.0566,1.908,1.8181,-12.5213,53.5,39.2255,166.21,144.77,1,20,-1.5712
AAPL,Technology,2022,2,1,Feb,2022-02,170.1186,161.6331,172.9196,148.7902,166.2093,1627516300,85658752.6316,-5.345,-0.2813,1.9484,1.9114,-11.9422,40.43,51.0753,167.38,148.47,1,19,-5.4066
AAPL,Technology,2022,3,1,Mar,2022-03,161.222,170.9227,175.8171,146.9303,161.8195,2180800100,94817395.6522,6.0313,0.2622,1.9353,1.9608,-17.1409,77.01,48.6913,163.26,152.9,1,23,5.7473
AAPL,Technology,2022,4,2,Apr,2022-04,170.3549,154.3208,174.7208,152.0988,163.2982,1687795600,84389780.0,-9.7564,-0.4878,1.9882,1.8962,-13.8677,35.44,46.414,162.33,155.7,1,20,-9.7131
AAPL,Technology,2022,5,2,May,2022-05,153.4007,145.911,162.9644,130.0003,145.4656,2401040300,114335252.381,-4.6197,-0.22,2.9366,2.5329,-24.3299,44.57,37.9338,156.96,155.97,1,21,-5.4496
AAPL,Technology,2022,6,2,Jun,2022-06,146.9501,134.0295,148.7539,126.5006,137.0475,1749099800,83290466.6667,-7.882,-0.3753,2.6179,2.8545,-28.3462,42.75,44.0476,143.97,154.91,0,21,-8.143
AAPL,Technology,2022,7,3,Jul,2022-07,133.3628,159.312,160.4099,132.9903,146.7251,1447125400,72356270.0,17.5835,0.8792,1.8759,2.1758,-23.4595,77.49,68.6695,141.39,155.54,0,20,18.8634
AAPL,Technology,2022,8,3,Aug,2022-08,157.8414,154.3401,172.9234,154.2616,163.7896,1510239600,65662591.3043,-2.8791,-0.1252,1.7105,1.6433,-13.2627,30.77,66.9957,153.06,157.67,0,23,-3.1208
AAPL,Technology,2022,9,3,Sep,2022-09,153.7708,135.6685,161.2512,135.4722,150.2002,2084722800,99272514.2857,-12.3151,-0.5864,2.089,1.8613,-23.7559,20.82,33.6052,156.77,156.6,1,21,-12.0977
AAPL,Technology,2022,10,4,Oct,2022-10,135.6784,150.5312,154.6151,131.9087,142.3571,1868139700,88959033.3333,11.1232,0.5297,2.5785,2.3191,-23.6787,65.72,45.6514,148.66,153.52,0,21,10.9551
AAPL,Technology,2022,11,4,Nov,2022-11,152.2393,145.5596,152.6026,132.1373,143.3757,1724847700,82135604.7619,-2.4768,-0.1179,3.0252,2.8977,-25.4696,64.67,52.2205,143.37,151.22,0,21,-3.3027
AAPL,Technology,2022,12,4,Dec,2022-12,145.7365,127.7616,148.4013,123.7693,135.5757,1675731200,79796723.8095,-12.6687,-0.6033,1.9998,2.5614,-30.3492,31.43,35.4433,140.64,148.74,0,21,-12.2273
AAPL,Technology,2023,1,1,Jan,2023-01,128.1058,141.8819,144.7729,122.0977,133.513,1443652500,72182625.0,10.762,0.5381,1.7643,2.0024,-30.8852,80.29,60.1065,136.56,145.3,0,20,11.0521
AAPL,Technology,2023,2,1,Feb,2023-02,141.5673,145.1712,154.7535,138.9616,148.5918,1307198900,68799942.1053,2.5381,0.1336,1.5196,1.6441,-18.3684,34.04,64.1937,138.4,144.52,0,19,2.3183
AAPL,Technology,2023,3,1,Mar,2023-03,144.6,162.3956,162.4941,141.7145,152.6112,1520266600,66098547.8261,11.4468,0.4977,1.4079,1.5327,-18.3112,79.78,58.4387,149.1,145.9,1,23,11.8649
AAPL,Technology,2023,4,2,Apr,2023-04,161.7751,167.103,167.2704,157.3533,162.5391,969776400,51040863.1579,3.0015,0.158,1.2002,1.2666,-7.986,68.59,61.4426,155.5,148.32,1,19,2.8987
AAPL,Technology,2023,5,2,May,2023-05,166.709,174.7995,176.8704,161.8145,170.141,1275364700,57971122.7273,4.6719,0.2124,1.2367,1.319,-4.7158,63.93,63.5359,164.99,149.88,1,22,4.6058
AAPL,Technology,2023,6,2,Jun,2023-06,175.2432,191.2883,191.7912,174.4839,181.7355,1297383300,61780157.1429,9.1251,0.4345,0.9437,1.0643,-1.7297,79.96,72.28,174.09,152.11,1,21,9.433
AAPL,Technology,2023,7,3,Jul,2023-07,191.101,193.734,195.4894,184.0202,189.7513,996114000,49805700.0,1.3275,0.0664,0.8799,0.9144,-3.0365,73.55,61.984,183.21,156.56,1,20,1.2785
AAPL,Technology,2023,8,3,Aug,2023-08,193.5269,185.5228,194.0101,169.8116,178.736,1322657800,57506860.8696,-4.0342,-0.1754,1.4586,1.2418,-11.3083,66.54,35.4291,184.15,160.77,1,23,-4.2384
AAPL,Technology,2023,9,3,Sep,2023-09,187.1226,169.071,187.6064,165.5258,174.7911,1337823000,66891150.0,-9.0671,-0.4534,1.5184,1.5609,-13.128,33.82,44.27,178.93,163.82,1,20,-8.8678
AAPL,Technology,2023,10,4,Oct,2023-10,169.0808,168.6365,180.0619,163.6002,172.4864,1172816900,53309859.0909,-0.1444,-0.0066,1.0791,1.2626,-14.9324,27.12,49.0741,174.51,168.49,1,22,-0.257
AAPL,Technology,2023,11,4,Nov,2023-11,168.8636,187.8239,190.7706,167.9946,183.7213,1099651600,52364361.9048,10.8944,0.5188,1.0854,1.1198,-11.3235,71.93,70.9533,176.94,172.71,1,21,11.378
AAPL,Technology,2023,12,4,Dec,2023-12,188.1997,190.3751,197.3857,185.3519,192.1337,1063181200,53159060.0,1.4276,0.0714,0.7993,0.9577,-3.316,40.19,60.153,184.47,177.12,1,20,1.3583
AAPL,Technology,2024,1,1,Jan,2024-01,185.0553,182.3361,194.182,178.1534,185.6231,1187490800,56547180.9524,-4.0802,-0.1943,1.2891,1.1762,-8.5458,46.74,40.7514,188.68,179.96,1,21,-4.2227
AAPL,Technology,2024,2,1,Feb,2024-02,181.9307,178.955,188.9116,177.2437,182.8694,1161553500,58077675.0,-1.813,-0.0907,1.1018,1.2157,-8.6464,28.97,39.3415,185.68,181.64,1,20,-1.8543
AAPL,Technology,2024,3,1,Mar,2024-03,177.7669,169.777,178.7372,166.8167,170.9815,1433151800,71657590.0,-5.0185,-0.2509,1.3416,1.0989,-14.585,51.29,34.2185,179.4,181.33,0,20,-5.1286
AAPL,Technology,2024,4,2,Apr,2024-04,169.4899,168.6385,176.5887,162.4505,167.9202,1246144100,56642913.6364,-0.4419,-0.0201,1.6006,1.4699,-16.6067,53.84,46.4618,171.12,179.38,0,22,-0.6706
AAPL,Technology,2024,5,2,May,2024-05,167.8959,190.599,191.3425,167.4306,184.6093,1336511300,60750513.6364,12.5224,0.5692,1.4883,1.6887,-14.4334,72.84,71.5314,175.49,179.25,0,22,13.0222
AAPL,Technology,2024,6,2,Jun,2024-06,191.2434,208.8112,218.3089,190.4998,204.4918,1717952100,90418531.5789,9.5482,0.5025,1.783,1.6916,-4.2369,63.71,70.3447,188.97,181.75,1,19,9.5552
AAPL,Technology,2024,7,3,Jul,2024-07,210.2686,220.1728,235.1926,210.1,222.6698,1153099800,52413627.2727,5.5579,0.2526,1.5047,1.828,-7.3801,41.29,59.9655,209.69,187.2,1,22,5.4411
AAPL,Technology,2024,8,3,Aug,2024-08,222.4431,227.2961,231.187,194.3167,219.9111,1122667000,51030318.1818,3.4075,0.1549,1.3763,1.5823,-11.7494,78.1,55.1345,219.77,192.24,1,22,3.2353
AAPL,Technology,2024,9,3,Sep,2024-09,226.8495,231.2664,231.3557,212.3283,222.0931,1232097700,61604885.0,1.9401,0.097,1.262,1.3086,-7.7717,69.78,47.7815,220.54,195.55,1,20,1.7467
AAPL,Technology,2024,10,4,Oct,2024-10,227.8123,224.2291,235.723,219.6832,228.3444,930736000,40466782.6087,-2.8954,-0.1259,1.2481,1.4194,-5.4822,47.25,56.9109,225.48,200.21,1,23,-3.0429
AAPL,Technology,2024,11,4,Nov,2024-11,219.3259,235.8233,236.3003,218.0752,226.3032,891588300,44579415.0,5.1334,0.2567,1.0415,1.1646,-6.1189,72.07,47.5295,227.26,204.11,1,20,5.1707
AAPL,Technology,2024,12,4,Dec,2024-12,235.7637,248.8302,258.4487,235.6544,247.74,977916100,46567433.3333,5.4808,0.261,0.9181,0.9341,-3.3202,53.98,81.8081,236.02,211.71,1,21,5.5155
AAPL,Technology,2025,1,1,Jan,2025-01,247.3497,234.5018,247.5186,217.9873,233.0977,1200176400,60008820.0,-5.5697,-0.2785,1.7208,1.3611,-14.0452,49.13,32.9995,238.7,218.02,1,20,-5.7583
AAPL,Technology,2025,2,1,Feb,2025-02,228.5299,240.5689,248.686,224.2671,237.1937,862272300,45382752.6316,2.7982,0.1473,1.8621,1.8419,-12.1187,70.73,59.9258,238.77,224.24,1,19,2.5872
AAPL,Technology,2025,3,1,Mar,2025-03,240.5191,220.9625,242.7474,207.3245,221.5323,1115239500,53106642.8571,-8.1077,-0.3861,1.741,1.7544,-18.9597,51.44,34.2652,228.96,227.51,1,21,-8.15
AAPL,Technology,2025,4,2,Apr,2025-04,218.6547,211.3831,224.0064,168.3206,200.1264,1607318600,76538980.9524,-2.0198,-0.0962,4.217,3.6931,-33.3605,62.49,46.0329,215.89,225.84,0,21,-4.3353
AAPL,Technology,2025,5,2,May,2025-05,207.9811,200.0564,213.4323,192.2343,203.0538,1195728200,56939438.0952,-5.0582,-0.2409,2.0149,3.6061,-24.4301,53.32,52.4205,204.4,224.25,0,21,-5.3584
AAPL,Technology,2025,6,2,Jun,2025-06,199.4886,204.3593,206.5705,194.2992,199.8641,1100409300,55020465.0,2.2549,0.1127,1.2956,1.7005,-24.2869,57.13,43.2195,201.95,221.95,0,20,2.1509
AAPL,Technology,2025,7,3,Jul,2025-07,205.8533,206.7498,215.3755,205.3254,210.446,1079935600,49087981.8182,1.2495,0.0568,0.9545,1.1289,-19.67,38.79,64.4159,204.56,220.49,0,22,1.1698
AAPL,Technology,2025,8,3,Aug,2025-08,210.0367,231.4851,234.4567,200.7038,223.945,1218079100,58003766.6667,11.6593,0.5552,1.602,1.4971,-21.6785,60.39,63.1881,214.77,220.05,0,21,11.9639
AAPL,Technology,2025,9,3,Sep,2025-09,228.6033,253.9117,256.8733,225.3126,241.8021,1265536400,60263638.0952,9.5918,0.4568,1.6002,1.7009,-12.1322,82.77,62.5095,229.44,221.02,1,21,9.6881
AAPL,Technology,2025,10,4,Oct,2025-10,254.3205,269.6073,276.5377,243.3116,257.5665,1097142200,47701834.7826,6.2332,0.271,1.5239,1.6004,-4.9723,80.53,60.8043,247.55,222.37,1,23,6.1815
AAPL,Technology,2025,11,4,Nov,2025-11,269.6571,278.3329,279.8601,264.828,271.084,877578200,46188326.3158,3.2704,0.1721,1.2008,1.2971,-3.2698,67.23,64.3468,261.97,226.34,1,19,3.2364
AAPL,Technology,2025,12,4,Dec,2025-12,277.4945,271.3558,288.0848,266.455,275.794,924528800,42024036.3636,-2.4787,-0.1127,0.8249,0.9476,-5.3181,31.28,48.8314,272.08,230.98,1,22,-2.5067
AAPL,Technology,2026,1,1,Jan,2026-01,271.7551,258.9988,277.3247,242.9686,257.1717,1040017300,52000865.0,-4.5016,-0.2251,1.0795,0.8679,-13.7985,50.17,24.523,267.8,235.94,1,20,-4.5538
AAPL,Technology,2026,2,1,Feb,2026-02,259.5478,263.9368,280.3891,255.2149,268.8633,988921000,52048473.6842,2.3253,0.1224,1.9639,1.6361,-10.5422,38.92,60.2647,264.96,242.27,1,19,1.9066
AAPL,Technology,2026,3,1,Mar,2026-03,262.1684,253.5564,266.2846,245.284,254.6717,900035700,40910713.6364,-3.8597,-0.1754,1.3263,1.7123,-13.7423,41.08,36.0668,259.71,247.99,1,22,-3.9329
AAPL,Technology,2026,4,2,Apr,2026-04,253.8461,271.1003,275.746,245.4738,264.4511,907538500,43216119.0476,6.9201,0.3295,1.4156,1.3785,-11.3396,61.64,63.1224,260.59,254.31,1,21,6.9191
AAPL,Technology,2026,5,2,May,2026-05,278.6033,308.82,311.4,274.607,294.0942,764565500,47785343.75,13.1839,0.824,1.4007,1.5037,-3.18,91.1,77.1619,270.36,261.09,1,16,13.9136
AMZN,Consumer,2020,1,1,Jan,2020-01,93.75,100.436,102.786,90.767,94.2119,1693966000,80665047.619,6.0171,0.3009,1.9235,1.0281,-4.1178,68.58,43.8276,94.21,94.21,0,21,
AMZN,Consumer,2020,2,1,Feb,2020-02,100.53,94.1875,109.2975,90.5565,103.3088,1850202000,97379052.6316,-6.0729,-0.3196,2.1475,1.8319,-13.2,27.85,69.1163,98.53,98.53,0,19,-6.2214
AMZN,Consumer,2020,3,1,Mar,2020-03,95.3245,97.486,99.8165,81.3015,93.6155,3276182000,148917363.6364,5.2304,0.2377,3.7468,3.1515,-22.7447,56.95,40.0582,97.39,96.79,1,22,3.5021
AMZN,Consumer,2020,4,2,Apr,2020-04,96.6485,123.7,123.75,94.4575,111.4353,2492196000,118676000.0,24.6222,1.1725,2.6168,3.512,-12.1476,76.27,74.3933,101.97,100.49,1,21,26.89
AMZN,Consumer,2020,5,2,May,2020-05,116.84,122.1185,126.2725,112.819,119.7092,1651688000,82584400.0,-0.8533,-0.0427,2.1314,2.6788,-7.5974,58.7,55.1505,111.91,104.23,1,20,-1.2785
AMZN,Consumer,2020,6,2,Jun,2020-06,122.4,137.941,139.8,121.8565,130.6773,1756366000,79834818.1818,12.4651,0.5666,1.4814,1.6792,-3.869,60.61,68.0836,124.42,108.88,1,22,12.9567
AMZN,Consumer,2020,7,3,Jul,2020-07,137.8995,158.234,167.2145,137.7,152.6927,2550040000,115910909.0909,14.6695,0.6668,2.6517,2.2258,-7.4384,53.47,65.2273,139.24,115.44,1,22,14.7114
AMZN,Consumer,2020,8,3,Aug,2020-08,159.0255,172.548,174.75,153.65,162.4627,1670332000,79539619.0476,8.9521,0.4263,1.8239,2.4791,-4.4754,80.26,61.7948,154.52,121.32,1,21,9.0461
AMZN,Consumer,2020,9,3,Sep,2020-09,174.479,157.4365,177.6125,143.55,158.0374,2317986000,110380285.7143,-8.3874,-0.3994,2.4353,2.2157,-16.3259,48.42,44.3662,159.01,125.4,1,21,-8.7579
AMZN,Consumer,2020,10,4,Oct,2020-10,160.4,151.8075,174.812,150.95,161.53,2324522000,105660090.9091,-2.9435,-0.1338,2.6379,2.5864,-14.0254,22.67,55.1573,161.08,131.08,1,22,-3.5754
AMZN,Consumer,2020,11,4,Nov,2020-11,153.087,158.402,168.34,147.506,157.0904,1816210000,90810500.0,4.7824,0.2391,2.3842,2.6042,-14.9222,52.71,45.2925,158.58,136.85,1,20,4.344
AMZN,Consumer,2020,12,4,Dec,2020-12,159.425,162.8465,167.5325,153.641,159.8875,1551124000,70505636.3636,2.9387,0.1336,1.1936,1.8248,-12.1752,68.0,57.55,158.66,143.87,1,22,2.8058
AMZN,Consumer,2021,1,1,Jan,2021-01,163.5,160.31,168.1945,154.3,160.0024,1430578000,75293578.9474,-1.298,-0.0683,1.6362,1.4446,-12.097,52.09,49.4526,159.37,149.61,1,19,-1.5576
AMZN,Consumer,2021,2,1,Feb,2021-02,162.118,154.6465,171.7,151.835,163.1934,1442140000,75902105.2632,-3.3398,-0.1758,1.7256,1.7134,-13.4305,24.49,50.0353,161.58,153.87,1,19,-3.5328
AMZN,Consumer,2021,3,1,Mar,2021-03,156.3945,154.704,159.1,144.05,153.4136,1563760000,67989565.2174,0.3458,0.015,1.7022,1.6848,-16.4097,47.98,43.1091,158.74,157.28,1,23,0.0372
AMZN,Consumer,2021,4,2,Apr,2021-04,155.897,173.371,177.7,155.7775,167.6087,1536792000,73180571.4286,11.5687,0.5509,1.1857,1.5206,-10.49,59.46,69.5619,159.9,159.84,1,21,12.0663
AMZN,Consumer,2021,5,2,May,2021-05,174.2365,161.1535,174.3325,156.3685,162.313,1503678000,75183900.0,-7.0986,-0.3549,1.3436,1.4016,-10.7466,53.81,40.3895,163.05,160.58,1,20,-7.047
AMZN,Consumer,2021,6,2,Jun,2021-06,162.175,172.008,176.243,158.61,168.3863,1340220000,60919090.9091,6.6556,0.3025,1.0423,1.2423,-9.7535,61.54,66.5136,166.25,160.98,1,22,6.7355
AMZN,Consumer,2021,7,3,Jul,2021-07,171.7305,166.3795,188.654,165.349,180.8003,1674586000,79742190.4762,-2.8106,-0.1338,1.9423,1.3534,-10.8222,22.39,60.4014,172.7,163.45,1,21,-3.2722
AMZN,Consumer,2021,8,3,Aug,2021-08,167.655,173.5395,173.629,158.788,165.6459,1256964000,57134727.2727,4.3253,0.1966,1.743,1.7837,-14.5698,70.61,32.2036,173.01,164.11,1,22,4.3034
AMZN,Consumer,2021,9,3,Sep,2021-09,174.82,164.252,177.4995,163.6995,171.3591,1250554000,59550190.4762,-5.3778,-0.2561,1.1447,1.269,-11.9625,28.31,58.4524,170.03,165.59,1,21,-5.3518
AMZN,Consumer,2021,10,4,Oct,2021-10,164.4505,168.6215,173.95,158.8125,166.7103,1273466000,60641238.0952,2.8639,0.1364,1.5223,1.3027,-14.5154,61.12,47.9852,168.62,166.3,1,21,2.6602
AMZN,Consumer,2021,11,4,Nov,2021-11,168.09,175.3535,188.1075,164.1775,175.8809,1515990000,72190000.0,4.2523,0.2025,1.7385,1.616,-11.2199,44.73,58.7386,170.76,167.56,1,21,3.9924
AMZN,Consumer,2021,12,4,Dec,2021-12,177.25,166.717,177.994,165.195,170.8625,1287634000,58528818.1818,-4.8369,-0.2199,1.6254,1.7141,-10.6413,39.51,41.385,172.73,169.25,1,22,-4.9252
AMZN,Consumer,2022,1,1,Jan,2022-01,167.55,149.5735,171.4,135.352,155.4808,1524654000,76232700.0,-10.2811,-0.5141,2.0249,1.6026,-25.5657,37.25,31.3915,166.05,168.75,0,20,-10.283
AMZN,Consumer,2022,2,1,Feb,2022-02,150.0,153.563,163.8345,138.333,153.7838,1689604000,88926526.3158,4.1404,0.2179,3.721,3.3774,-25.5801,44.37,51.3595,157.9,167.55,0,19,2.6673
AMZN,Consumer,2022,3,1,Mar,2022-03,152.7325,162.9975,170.8315,133.5725,154.2805,1628486000,70803739.1304,6.7145,0.2919,2.5947,3.2942,-27.0975,71.62,53.5087,152.42,166.52,0,23,6.1437
AMZN,Consumer,2022,4,2,Apr,2022-04,164.1495,124.2815,168.3945,121.625,151.3087,1465008000,73250400.0,-25.3446,-1.2672,3.4439,2.5415,-33.3863,28.07,40.621,152.71,163.88,0,20,-23.7525
AMZN,Consumer,2022,5,2,May,2022-05,122.401,120.2095,126.2205,101.26,112.473,2258476000,107546476.1905,-1.9532,-0.093,4.3098,3.8196,-44.2034,62.26,29.9019,137.48,157.49,0,21,-3.2764
AMZN,Consumer,2022,6,2,Jun,2022-06,122.256,106.21,128.99,101.43,112.8631,1767601100,84171480.9524,-11.2474,-0.5356,3.4242,3.8135,-45.1628,39.92,49.6262,117.42,151.62,0,21,-11.6459
AMZN,Consumer,2022,7,3,Jul,2022-07,106.29,134.95,137.65,105.85,117.0375,1337852600,66892630.0,25.1706,1.2585,3.3402,3.1385,-41.2769,74.22,59.774,113.96,146.65,0,20,27.0596
AMZN,Consumer,2022,8,3,Aug,2022-08,134.96,126.77,146.57,126.74,137.4396,1170449000,50889086.9565,-5.7342,-0.2493,3.0728,3.1126,-31.4026,27.92,60.2165,125.51,142.82,0,23,-6.0615
AMZN,Consumer,2022,9,3,Sep,2022-09,126.0,113.0,136.49,112.06,123.2138,1210487600,57642266.6667,-10.8512,-0.5167,2.3846,2.505,-38.8538,20.02,34.2105,129.7,137.32,0,21,-10.8622
AMZN,Consumer,2022,10,4,Oct,2022-10,113.58,102.44,123.0,97.66,114.4605,1459311500,69491023.8095,-8.7059,-0.4146,2.9503,2.677,-44.568,38.12,43.771,120.9,131.75,0,21,-9.3451
AMZN,Consumer,2022,11,4,Nov,2022-11,103.99,96.54,104.58,85.87,93.9481,2035133200,96911104.7619,-4.5013,-0.2143,3.6237,3.6092,-53.3882,66.02,37.6033,106.03,125.74,0,21,-5.7595
AMZN,Consumer,2022,12,4,Dec,2022-12,96.99,84.0,97.23,81.69,87.9371,1549193300,73771109.5238,-13.4231,-0.6392,2.0765,3.0622,-51.9848,39.04,36.9371,94.54,119.38,0,21,-12.9894
AMZN,Consumer,2023,1,1,Jan,2023-01,85.46,103.13,103.49,81.43,94.2235,1523798600,76189930.0,21.1303,1.0565,2.3746,2.3613,-50.9081,73.75,64.046,91.52,112.65,0,20,22.7738
AMZN,Consumer,2023,2,1,Feb,2023-02,102.53,94.23,114.0,92.32,99.2142,1364102000,71794842.1053,-8.1672,-0.4299,2.738,2.9115,-44.7775,29.18,47.6058,94.1,109.43,0,19,-8.6299
AMZN,Consumer,2023,3,1,Mar,2023-03,93.87,103.29,103.49,88.12,96.547,1349240300,58662621.7391,9.5764,0.4164,1.8117,2.3075,-46.4135,74.37,51.3126,97.98,107.51,0,23,9.6148
AMZN,Consumer,2023,4,2,Apr,2023-04,102.3,105.45,110.86,97.71,103.3416,1224234500,64433394.7368,2.6205,0.1379,2.1975,1.9209,-39.1671,55.23,57.9558,98.94,106.83,0,19,2.0912
AMZN,Consumer,2023,5,2,May,2023-05,104.95,120.58,122.92,101.15,111.9395,1433039100,65138140.9091,13.7901,0.6268,2.1621,2.1956,-29.5137,69.82,65.1191,106.46,104.96,1,22,14.348
AMZN,Consumer,2023,6,2,Jun,2023-06,120.69,130.36,131.49,119.93,126.3805,1242936000,59187428.5714,8.1367,0.3875,1.8415,1.9195,-16.2661,66.7,65.2843,117.13,104.22,1,21,8.1108
AMZN,Consumer,2023,7,3,Jul,2023-07,130.82,133.68,136.65,125.92,130.818,1058873500,52943675.0,2.7755,0.1388,1.6694,1.7085,-12.1909,60.31,56.542,126.58,105.46,1,20,2.5468
AMZN,Consumer,2023,8,3,Aug,2023-08,133.55,138.01,143.63,126.41,135.5022,1210688300,52638621.7391,3.7466,0.1629,2.0833,2.1392,-11.4449,49.12,51.9261,132.72,108.95,1,23,3.2391
AMZN,Consumer,2023,9,3,Sep,2023-09,139.46,127.12,145.86,123.04,135.44,1120505300,56025265.0,-7.8127,-0.3906,1.8319,1.9286,-13.0273,23.19,50.847,134.71,113.16,1,20,-7.8907
AMZN,Consumer,2023,10,4,Oct,2023-10,127.28,133.09,134.48,118.35,128.2786,1224668600,55666754.5455,5.3274,0.2422,2.5622,2.0627,-17.4525,51.59,44.3705,132.14,117.64,1,22,4.6963
AMZN,Consumer,2023,11,4,Nov,2023-11,133.96,146.09,149.26,133.71,143.4576,1026039500,48859023.8095,9.5142,0.4531,2.1835,2.3337,-5.4194,63.0,67.8795,134.59,122.21,1,21,9.7678
AMZN,Consumer,2023,12,4,Dec,2023-12,146.0,151.94,155.63,142.81,149.824,931322200,46566110.0,4.0652,0.2033,1.1292,1.5033,-2.1729,62.42,60.0535,143.05,127.73,1,20,4.0044
AMZN,Consumer,2024,1,1,Jan,2024-01,151.54,155.2,161.73,144.05,153.6152,954015000,45429285.7143,2.3175,0.1104,1.3046,1.2599,-6.166,53.39,57.0386,150.76,133.32,1,21,2.1456
AMZN,Consumer,2024,2,1,Feb,2024-02,155.87,176.76,177.22,155.62,171.0035,1045002200,52250110.0,13.5256,0.6763,1.9756,1.9264,-4.2247,61.53,65.2565,160.51,139.86,1,20,13.8918
AMZN,Consumer,2024,3,1,Mar,2024-03,176.75,180.38,181.7,171.47,176.8225,702056800,35102840.0,2.1714,0.1086,1.2949,1.758,-3.5125,60.8,56.859,170.51,145.57,1,20,2.048
AMZN,Consumer,2024,4,2,Apr,2024-04,180.79,175.0,189.77,166.32,181.1732,917138300,41688104.5455,-2.7309,-0.1241,1.4799,1.2717,-8.1354,36.82,57.1423,178.11,151.33,1,22,-2.9826
AMZN,Consumer,2024,5,2,May,2024-05,181.64,176.44,191.7,173.87,184.1764,892274700,40557940.9091,0.966,0.0439,1.5374,1.5901,-6.8918,17.49,48.7759,182.26,156.87,1,22,0.8229
AMZN,Consumer,2024,6,2,Jun,2024-06,177.7,193.25,199.84,175.92,186.0842,810555700,42660826.3158,9.3347,0.4913,1.3878,1.2078,-5.8892,62.86,56.0026,183.68,161.62,1,19,9.5273
AMZN,Consumer,2024,7,3,Jul,2024-07,193.49,186.98,201.2,176.8,190.3332,868061100,39457322.7273,-3.0319,-0.1378,1.7447,1.5359,-10.075,38.0,45.92,187.09,168.09,1,22,-3.2445
AMZN,Consumer,2024,8,3,Aug,2024-08,189.29,178.5,190.6,151.61,172.3923,971023900,44137450.0,-3.8713,-0.176,2.4542,2.3387,-19.49,67.48,45.9268,182.51,172.4,1,22,-4.5352
