sector,year,month,quarter,year_month,avg_close,avg_daily_return,avg_volatility,avg_rsi,max_drawdown,total_volume,ticker_count,avg_ma50,avg_ma200
Consumer,2021,12,4,2021-12,107.5599,-0.0316,1.4685,44.4332,-10.6413,2003881600,2,108.5975,106.353
Consumer,2022,1,1,2022-01,100.0829,-0.3394,1.4203,40.2605,-25.5657,2021870100,2,107.8228,107.0475
Consumer,2022,2,1,2022-02,98.4823,0.0236,2.2464,45.2747,-25.5801,2177368300,2,102.8816,106.3771
Consumer,2022,3,1,2022-03,99.7406,0.3691,2.3144,58.8513,-27.0975,2186133500,2,98.7528,105.7546
Consumer,2022,4,2,2022-04,100.2499,-0.5619,1.8612,54.5402,-33.3863,1892221500,2,99.7565,105.3145
Consumer,2022,5,2,2022-05,78.1358,-0.4238,2.8754,28.8293,-44.2034,3074915800,2,96.0069,102.946
Consumer,2022,6,2,2022-06,75.8515,-0.3967,3.272,44.7912,-45.1628,2280362900,2,85.8255,99.7679
Consumer,2022,7,3,2022-07,78.7727,0.8477,2.2872,64.8592,-41.2769,1810789400,2,77.1008,96.4962
Consumer,2022,8,3,2022-08,89.8465,-0.0997,2.6059,59.3741,-31.4026,1794130700,2,80.2885,94.3426
Consumer,2022,9,3,2022-09,82.9203,-0.3061,2.0826,40.3207,-38.8538,1627014500,2,85.2881,91.7733
Consumer,2022,10,4,2022-10,78.7337,0.0187,2.029,49.7112,-44.568,1809996500,2,84.3862,88.8431
Consumer,2022,11,4,2022-11,70.3105,0.0637,2.5587,53.8631,-53.3882,2490115300,2,78.0855,85.9762
Consumer,2022,12,4,2022-12,67.3436,-0.48,2.3087,39.1329,-51.9848,1931318600,2,72.9038,83.0721
Consumer,2023,1,1,2023-01,70.0591,0.5679,1.7213,55.706,-50.9081,1847853200,2,69.0265,79.715
Consumer,2023,2,1,2023-02,72.5653,-0.244,2.006,49.9229,-44.7775,1732655300,2,69.6947,77.0739
Consumer,2023,3,1,2023-03,70.8306,0.2986,1.6486,49.0048,-46.4135,1873889000,2,70.8874,76.0124
Consumer,2023,4,2,2023-04,75.8095,0.1322,1.3546,64.5963,-39.1671,1526129300,2,72.1868,75.7984
Consumer,2023,5,2,2023-05,80.1737,0.2605,1.4195,57.3136,-29.5137,1839492600,2,74.6961,75.6414
Consumer,2023,6,2,2023-06,87.9767,0.357,1.3192,65.2164,-16.2661,1633268400,2,80.2336,75.1829
Consumer,2023,7,3,2023-07,90.7132,0.1132,1.2734,56.2298,-12.1909,1331059000,2,85.8205,75.761
Consumer,2023,8,3,2023-08,93.4941,0.1278,1.4525,54.7946,-11.4449,1602363200,2,90.3637,77.3207
Consumer,2023,9,3,2023-09,94.096,-0.2357,1.348,55.8042,-13.0273,1451735000,2,92.979,79.7518
Consumer,2023,10,4,2023-10,90.0868,0.1719,1.4222,45.2598,-17.4525,1568670500,2,92.8755,82.1825
Consumer,2023,11,4,2023-11,97.8276,0.121,1.7931,59.6974,-8.8998,1562521700,2,92.8743,84.7698
Consumer,2023,12,4,2023-12,99.9851,0.1441,1.6095,52.2965,-10.8138,1475245300,2,95.228,87.514
Consumer,2024,1,1,2024-01,103.0496,0.1688,1.0584,62.9021,-7.3554,1339337100,2,99.3857,90.6181
Consumer,2024,2,1,2024-02,113.489,0.4964,1.3826,69.1747,-4.2247,1568192900,2,103.994,94.013
Consumer,2024,3,1,2024-03,117.994,0.1296,1.3611,62.4205,-3.5125,1041350400,2,110.392,97.5795
Consumer,2024,4,2,2024-04,119.8367,-0.0916,1.0078,49.7377,-8.1354,1221868500,2,116.6775,100.9686
Consumer,2024,5,2,2024-05,122.7199,0.2697,1.3761,57.0861,-6.8918,1293842800,2,119.9089,104.2834
Consumer,2024,6,2,2024-06,126.0403,0.3251,1.3549,61.7479,-5.8892,1099058800,2,122.0079,107.3997
Consumer,2024,7,3,2024-07,129.3884,-0.0362,1.248,53.1634,-10.075,1156114300,2,125.7793,111.0395
Consumer,2024,8,3,2024-08,121.6074,0.1932,1.7959,53.1898,-19.49,1366322300,2,126.1064,114.628
Consumer,2024,9,3,2024-09,131.3523,0.2291,1.7512,69.409,-14.305,1123104600,2,125.664,117.7718
Consumer,2024,10,4,2024-10,133.3678,0.0403,1.2976,53.1874,-9.6,1008830300,2,128.5896,121.347
Consumer,2024,11,4,2024-11,144.7241,0.5931,1.4628,65.6452,-7.9309,1246077600,2,135.0898,125.0858
Consumer,2024,12,4,2024-12,158.0753,0.0883,1.5609,64.861,-5.8129,1143019400,2,143.4548,129.0886
Consumer,2025,1,1,2025-01,160.0974,0.415,1.4133,54.6263,-6.5127,954408600,2,152.8315,133.1725
Consumer,2025,2,1,2025-02,162.4519,-0.2653,1.4565,55.8697,-13.7652,1177130200,2,160.0624,137.4671
Consumer,2025,3,1,2025-03,142.8077,-0.5095,1.9629,31.9162,-21.3997,1496546200,2,157.5267,140.3245
Consumer,2025,4,2,2025-04,135.8903,0.231,2.9109,51.8819,-30.8766,1822976000,2,147.946,141.5993
Consumer,2025,5,2,2025-05,148.3631,0.3079,2.6976,62.7071,-23.5685,1330407600,2,140.86,143.0333
Consumer,2025,6,2,2025-06,154.5655,0.1532,1.4041,53.1675,-15.0169,1213908900,2,145.169,146.0978
Consumer,2025,7,3,2025-07,161.0646,0.1568,1.1535,58.122,-9.6734,1145983600,2,153.4957,149.0484
Consumer,2025,8,3,2025-08,161.9245,-0.051,1.6138,55.8914,-12.563,1275537200,2,158.8295,152.0514
Consumer,2025,9,3,2025-09,164.8721,0.0541,1.6505,54.6319,-9.8777,1292090400,2,162.5293,154.2983
Consumer,2025,10,4,2025-10,162.8875,0.2131,1.4067,49.4811,-11.9888,1545686300,2,163.3698,155.0791
Consumer,2025,11,4,2025-11,169.721,0.1305,2.0146,48.4408,-14.5118,1293688700,2,165.2021,155.8824
Consumer,2025,12,4,2025-12,171.2246,0.0051,1.8517,55.5077,-12.8858,1230873900,2,167.53,156.7891
Consumer,2026,1,1,2026-01,177.7796,0.2691,1.3387,59.9987,-10.8268,1751144000,2,171.5142,160.0632
Consumer,2026,2,1,2026-02,169.5626,-0.1309,1.7931,46.3566,-21.7362,1803387500,2,173.8068,163.7803
Consumer,2026,3,1,2026-03,166.7657,-0.0664,1.8814,47.9714,-21.5197,1469139500,2,172.1423,165.8127
Consumer,2026,4,2,2026-04,184.9651,0.7339,1.7764,67.4829,-17.4134,1378280500,2,170.5274,167.7962
Consumer,2026,5,2,2026-05,199.0155,-0.2521,1.6503,60.3488,-10.38,930562700,2,179.9594,171.0475
Energy,2020,1,1,2020-01,68.5351,-0.6353,0.7759,18.1881,-12.3836,513522000,2,70.3474,70.3474
Energy,2020,2,1,2020-02,62.4258,-0.7649,1.4318,32.6905,-28.7232,638333100,2,67.0779,67.0779
Energy,2020,3,1,2020-03,44.2797,-0.91,4.7215,28.4516,-55.0049,1647262400,2,61.0632,61.8839
Energy,2020,4,2,2020-04,47.8578,1.1387,7.1744,62.5248,-46.3063,1094429400,2,50.9238,56.3676
Energy,2020,5,2,2020-05,52.0789,0.0676,4.0474,55.3462,-38.8482,684062100,2,46.9358,55.0725
Energy,2020,6,2,2020-06,54.2722,-0.045,3.2322,51.7541,-36.3834,791196100,2,51.2368,54.8745
Energy,2020,7,3,2020-07,50.621,-0.2474,2.84,45.5586,-39.6795,628613600,2,52.715,54.3736
Energy,2020,8,3,2020-08,50.3792,-0.0312,2.2258,47.3105,-40.8988,622695200,2,51.6464,53.8717
Energy,2020,9,3,2020-09,44.6263,-0.7075,1.6696,25.1519,-49.0189,847230500,2,49.4879,53.1648
Energy,2020,10,4,2020-10,41.3795,-0.1725,1.9517,42.0293,-53.0492,881594200,2,45.9295,51.733
Energy,2020,11,4,2020-11,47.3777,1.1403,3.0756,64.6822,-51.2497,945587600,2,43.2442,49.336
Energy,2020,12,4,2020-12,51.9263,0.1221,3.431,52.41,-41.3615,828583600,2,46.2805,48.3202
Energy,2021,1,1,2021-01,54.7827,0.2718,2.1262,63.0608,-36.7655,792331200,2,50.92,49.2126
Energy,2021,2,1,2021-02,58.4646,1.032,2.1101,63.1561,-22.6727,747293500,2,53.9082,50.0032
Energy,2021,3,1,2021-03,66.672,0.1778,2.027,60.9498,-10.8924,1094962300,2,58.9189,51.24
Energy,2021,4,2,2021-04,64.6895,0.0311,1.6836,45.1705,-10.8117,633021400,2,63.75,52.5476
